,n_grams_literal_integrity,n_grams_pos_integrity,sentence_length,vector_document_closest,file_name,Result
0,0.005924618,0.5162177,16.28354539,0.989965801,ex_src_p8_01608.txt,0
1,0.005957441,0.449700819,19.44071561,0.985871261,ex_src_p3_06215.txt,0
2,0.026565721,0.539168759,26.18869052,0.989888645,ex_src_p1_10568.txt,0
3,0.008614002,0.479440762,12.38143923,0.99016639,ex_src_p20_03480.txt,0
4,0.014324059,0.494200428,23.3438979,0.988107282,ex_src_p19_04371.txt,0
5,0.005109466,0.5083052,18.05635123,0.992105843,ex_src_p17_08781.txt,0
6,0.003776893,0.483107373,42.55744684,0.990870376,ex_src_p12_09255.txt,0
7,0.003804034,0.446358257,15.02213391,0.995493441,ex_src_p22_02656.txt,0
8,0.00877437,0.520344849,16.35582152,0.989004522,ex_src_p2_06699.txt,0
9,0.008781076,0.531571363,20.83987439,0.99126215,ex_src_p14_08206.txt,0
10,0.013839761,0.496629562,14.39794618,0.990206531,ex_src_p2_06869.txt,0
11,0.001437655,0.46481064,25.14563668,0.994354977,ex_src_p4_05750.txt,0
12,0.007978033,0.50806921,11.0117947,0.99619436,ex_src_p15_07793.txt,0
13,0.011095295,0.458657363,9.301555037,0.987787071,ex_src_p18_09742.txt,0
14,0.007639473,0.468509926,17.21491353,0.992052456,ex_05865.txt,0
15,0.003463008,0.795445626,20.71407526,0.993568456,ex_src_p13_04882.txt,0
16,0.013151839,0.540872107,10.96098767,0.979891089,ex_src_p11_10056.txt,0
17,0.007084237,0.477195096,17.82326912,0.98997748,ex_06363.txt,0
18,0.005377004,0.447919515,13.40108422,0.99047336,ex_src_p16_05403.txt,0
19,0.036141928,0.518768579,20.70305633,0.988353455,ex_00060.txt,0
20,0.014775272,0.55310609,15.77662113,0.98742882,ex_src_p18_09965.txt,0
21,0.013791492,0.470341209,19.06578958,0.975128861,ex_src_p9_02438.txt,0
22,0.008227841,0.473317806,21.03407089,0.990874088,ex_src_p9_02362.txt,0
23,0.021535493,0.732191049,14.84068219,0.946745043,ex_src_p9_02410.txt,0
24,0.005949466,0.397446221,17.45094709,0.992231202,ex_src_p5_07130.txt,0
25,0.008354024,0.488454212,24.0476931,0.986440195,ex_src_p8_01581.txt,0
26,0.009371329,0.510116369,20.32158794,0.988918445,ex_src_p10_00965.txt,0
27,0.018890203,0.486965803,15.38501642,0.994259015,ex_07647.txt,0
28,0.012701543,0.515141716,15.2786731,0.992365828,ex_src_p23_03926.txt,0
29,0.016065057,0.523187513,16.20258107,0.986128997,ex_05291.txt,0
30,0.010122157,0.4330286,14.47616802,0.993420237,ex_src_p5_07332.txt,0
31,0.00402803,0.465459874,30.71030154,0.992757872,ex_src_p21_00303.txt,0
32,0.005319144,0.472990179,17.765539,0.991323521,ex_src_p2_06921.txt,0
33,0.007935936,0.467182069,20.754683,0.993334059,ex_src_p21_00317.txt,0
34,0.009087996,0.434230458,11.63264071,0.995467406,ex_src_p12_09490.txt,0
35,0.008197558,0.5435367,20.92818869,0.987864916,ex_05246.txt,0
36,0.006561473,0.460670556,19.08015703,0.987852602,ex_src_p21_00459.txt,0
37,0.003553802,0.448790164,13.21812764,0.994057218,ex_src_p11_10484.txt,0
38,0.023451219,0.547417847,20.81339768,0.988790891,ex_07336.txt,0
39,0.00580777,0.445842966,23.73179,0.992831453,ex_src_p17_08637.txt,0
40,0.006743737,0.45913357,16.98753732,0.989769331,ex_src_p23_03728.txt,0
41,0.021455782,0.539842252,20.31626041,0.989020895,ex_00317.txt,0
42,0.005286207,0.478539679,22.14721172,0.991199196,ex_src_p10_00582.txt,0
43,0.013728137,0.430134605,17.59709176,0.987486079,ex_src_p8_01966.txt,0
44,0.009197319,0.437419844,21.21965838,0.990653111,ex_src_p10_00596.txt,0
45,0.018670335,0.443069301,17.61104499,0.99013991,ex_src_p23_03714.txt,0
46,0.011559514,0.499554938,9.182559613,0.988177393,ex_src_p11_10447.txt,0
47,0.012947954,0.453914003,11.52233986,0.980472454,ex_src_p9_02175.txt,0
48,0.051156911,0.598663839,17.16340963,0.943343136,ex_src_p8_01769.txt,0
49,0.017076715,0.466037894,11.31524826,0.988077507,ex_src_p20_03287.txt,0
50,0.004350178,0.456439244,22.90018758,0.994833147,ex_src_p22_02509.txt,0
51,0.00748456,0.494173058,23.21372273,0.993099128,ex_src_p16_05238.txt,0
52,0.013853048,0.538332044,15.62491313,0.98731474,ex_04373.txt,0
53,0.005456903,0.458524535,13.48211406,0.992400414,ex_05910.txt,0
54,0.003442362,0.457325012,10.99448254,0.994601795,ex_src_p10_00810.txt,0
55,0.017809278,0.430985783,9.221870496,0.984657476,ex_src_p14_08005.txt,0
56,0.004506965,0.434841556,24.73649463,0.991392623,ex_src_p11_10080.txt,0
57,0.025054455,0.435481028,19.721574,0.953568108,ex_src_p12_09081.txt,0
58,0.005457229,0.474558498,21.94537269,0.995628159,ex_src_p21_00048.txt,0
59,0.02256591,0.541865835,27.91113997,0.987690362,ex_src_p16_05370.txt,0
60,0.052207747,0.613455404,24.28939394,0.966827439,ex_src_p3_06002.txt,0
61,0.004454218,0.466073179,13.53776127,0.993882615,ex_src_p2_06868.txt,0
62,0.009307035,0.520660249,26.72505631,0.989423809,ex_05441.txt,0
63,0.002824105,0.486631058,15.57950713,0.992757872,ex_src_p4_05989.txt,0
64,0.005578583,0.508998819,14.57924587,0.993799737,ex_src_p17_08743.txt,0
65,0.004639384,0.421601324,11.57328305,0.99587008,ex_src_p23_03674.txt,0
66,0.004050926,0.420160085,23.68991801,0.990083676,ex_src_p5_07253.txt,0
67,0.007368594,0.492339399,15.90187634,0.987761734,ex_src_p8_01806.txt,0
68,0.030062516,0.520320029,18.28888459,0.97709181,ex_06160.txt,0
69,0.003393622,0.401382734,12.78171245,0.994357511,ex_src_p8_01812.txt,0
70,0.011541119,0.457018215,10.94749002,0.992964614,ex_src_p17_08794.txt,0
71,0.006748095,0.49081071,10.80628094,0.993826969,ex_src_p11_10255.txt,0
72,0.008333636,0.464054404,45.78762945,0.986979024,ex_src_p4_05786.txt,0
73,0.007298548,0.467168714,26.22317399,0.989283781,ex_src_p12_09240.txt,0
74,0.014784358,0.462773598,14.20121675,0.989644006,ex_src_p11_10241.txt,0
75,0.004606204,0.750322292,13.63409034,0.993108214,ex_src_p17_08780.txt,0
76,0.003632991,0.492428233,20.80587666,0.985110399,ex_src_p2_06897.txt,0
77,0.009690921,0.456355879,21.11793019,0.987803658,ex_src_p17_08970.txt,0
78,0.003378556,0.41875472,10.87676284,0.991669256,ex_src_p18_09555.txt,0
79,0.005750319,0.492949824,19.87387801,0.990052594,ex_src_p20_03481.txt,0
80,0.00756058,0.447890998,18.30859946,0.991975438,ex_src_p23_03879.txt,0
81,0.011647471,0.478443604,14.3788179,0.993677636,ex_src_p5_07286.txt,0
82,0.031035031,0.576250091,16.90657495,0.960773439,ex_06189.txt,0
83,0.011846287,0.445547475,20.87869569,0.992814719,ex_src_p1_10557.txt,0
84,0.006075387,0.519434635,13.06881615,0.986371192,ex_src_p23_03845.txt,0
85,0.00857034,0.472083527,22.66606722,0.990486258,ex_src_p14_08205.txt,0
86,0.008198938,0.452376794,13.27133088,0.990938436,ex_src_p23_03892.txt,0
87,0.00939066,0.371044991,11.86357831,0.993953882,ex_src_p17_08741.txt,0
88,0.013691882,0.496272777,15.00528503,0.98480957,ex_src_p12_09068.txt,0
89,0.006448421,0.464811058,13.05941782,0.995628159,ex_src_p1_10769.txt,0
90,0.004342337,0.502100046,12.58274182,0.991844054,ex_src_p17_08594.txt,0
91,0.003335219,0.773160335,14.67687298,0.997351227,ex_src_p16_05400.txt,0
92,0.006483216,0.507460122,10.67506149,0.99400471,ex_src_p20_03093.txt,0
93,0.006619796,0.509027297,21.30116465,0.993135478,ex_src_p20_03087.txt,0
94,0.002773584,0.419890554,17.18583757,0.994890033,ex_src_p12_09108.txt,0
95,0.007187672,0.466734212,19.92163783,0.993825628,ex_src_p1_10635.txt,0
96,0.013839571,0.466736872,15.97325084,0.995117936,ex_06214.txt,0
97,0.005278689,0.527990095,17.74710233,0.995352719,ex_src_p5_07133.txt,0
98,0.013134189,0.432049538,12.81873122,0.994066135,ex_src_p7_01475.txt,0
99,0.006593979,0.468008168,23.6223901,0.989856102,ex_src_p7_01461.txt,0
100,0.016622224,0.582135614,14.03285673,0.991615843,ex_07650.txt,0
101,0.002284916,0.433134613,16.14373485,0.995474964,ex_src_p13_04513.txt,0
102,0.110087802,0.601918377,14.69920969,0.962373821,ex_src_p8_01757.txt,0
103,0.007958484,0.52990438,19.62355842,0.990486258,ex_src_p9_02177.txt,0
104,0.008025156,0.457096532,16.95604162,0.995344516,ex_src_p12_09444.txt,0
105,0.037326904,0.61269818,11.20534313,0.969525268,ex_src_p11_10323.txt,0
106,0.00478087,0.500254076,17.26396908,0.9932088,ex_src_p12_09336.txt,0
107,0.007457696,0.449966317,20.75758517,0.980130312,ex_src_p11_10337.txt,0
108,0.010948885,0.476966437,19.5956148,0.98700474,ex_src_p20_03252.txt,0
109,0.019102909,0.547203331,11.90414984,0.984788991,ex_src_p14_08359.txt,0
110,0.006339714,0.412808404,17.09943966,0.996966358,ex_src_p23_03716.txt,0
111,0.007736835,0.451822463,11.80029922,0.992466695,ex_07320.txt,0
112,0.007544663,0.434489935,17.11254761,0.990767193,ex_src_p8_01794.txt,0
113,0.027134588,0.526264627,12.8961596,0.968448056,ex_05251.txt,0
114,0.008234261,0.412111728,15.0478335,0.98935343,ex_src_p8_01780.txt,0
115,0.004824881,0.419841115,12.18634962,0.995553487,ex_src_p5_07318.txt,0
116,0.010991153,0.471928606,32.80867854,0.979643043,ex_src_p17_08620.txt,0
117,0.008240645,0.486548871,26.7925047,0.99467679,ex_src_p20_03247.txt,0
118,0.002760654,0.44945294,17.40669987,0.995767696,ex_src_p8_01965.txt,0
119,0.012280573,0.484158275,15.38206671,0.993481626,ex_src_p5_07330.txt,0
120,0.028039948,0.555704654,18.47512736,0.970218282,ex_src_p10_00595.txt,0
121,0.00486882,0.519234665,16.84777853,0.992370585,ex_src_p21_00315.txt,0
122,0.014922689,0.504819958,10.95704495,0.989530764,ex_06765.txt,0
123,0.007322816,0.489451231,14.60437908,0.984146726,ex_src_p3_06439.txt,0
124,0.014717468,0.444786846,17.61109397,0.994984882,ex_src_p21_00498.txt,0
125,0.003325867,0.494406707,15.58597586,0.9838523,ex_src_p8_01742.txt,0
126,0.007084885,0.446670699,17.09221564,0.993600265,ex_src_p19_04213.txt,0
127,0.010376036,0.486497014,21.14077969,0.983914071,ex_04833.txt,0
128,0.007524101,0.518807946,18.04081358,0.992179345,ex_src_p13_04506.txt,0
129,0.011123616,0.480787016,11.52923143,0.994899833,ex_src_p4_05801.txt,0
130,0.006423809,0.487860416,20.45930921,0.990822121,ex_src_p14_08166.txt,0
131,0.012530497,0.48284702,24.30449116,0.987259168,ex_src_p8_01597.txt,0
132,0.004499142,0.808454043,10.43644948,0.999212081,ex_src_p18_09807.txt,0
133,0.010713734,0.411523909,12.39365028,0.96461822,ex_src_p9_02360.txt,0
134,0.004331899,0.494088078,21.81356687,0.990437306,ex_src_p2_06512.txt,0
135,0.004050408,0.776118853,13.21263768,0.986370246,ex_src_p12_09121.txt,0
136,0.01536177,0.464026618,16.69374793,0.981942251,ex_src_p9_02374.txt,0
137,0.001833456,0.4656285,16.63743656,0.994998415,ex_src_p11_10108.txt,0
138,0.01483317,0.497501464,13.11343042,0.992786962,ex_src_p20_03092.txt,0
139,0.01052244,0.517945938,10.55931774,0.994799135,ex_src_p13_04857.txt,0
140,0.00472431,0.473943931,37.70560061,0.987473857,ex_src_p14_08006.txt,0
141,0.00259299,0.440622034,12.9060372,0.996218378,ex_src_p7_01500.txt,0
142,0.014215923,0.473898283,11.35774447,0.981729223,ex_00738.txt,0
143,0.011502096,0.485311947,27.07709701,0.993542542,ex_src_p18_09783.txt,0
144,0.008673425,0.450923447,15.85402648,0.993972076,ex_src_p15_07975.txt,0
145,0.006819769,0.474734583,17.40886361,0.994470949,ex_00089.txt,0
146,0.009487768,0.466606241,18.5033835,0.98977084,ex_src_p11_10054.txt,0
147,0.002390886,0.435827821,14.88245081,0.99229261,ex_src_p19_04165.txt,0
148,0.098911968,0.663157553,9.467647108,0.98889481,ex_src_p4_05593.txt,0
149,0.019033501,0.553752036,10.93750112,0.993079554,ex_src_p22_02668.txt,0
150,0.006895574,0.462021916,30.6017906,0.989686716,ex_07255.txt,0
151,0.001586958,0.769475143,17.01230655,0.996886714,ex_src_p16_05171.txt,0
152,0.013763638,0.483283919,14.11297917,0.980519281,ex_00512.txt,0
153,0.00701208,0.471190624,16.06201263,0.995421747,ex_src_p15_07550.txt,0
154,0.01218596,0.455462128,20.83179549,0.992291824,ex_src_p23_03844.txt,0
155,0.010509506,0.508435014,17.34405034,0.984848916,ex_src_p2_06658.txt,0
156,0.007391011,0.531396668,20.19068029,0.987290065,ex_src_p1_10546.txt,0
157,0.045071682,0.517194803,51.21887572,0.98423721,ex_src_p17_08787.txt,0
158,0.02062335,0.540506625,17.00388085,0.990808782,ex_src_p12_09247.txt,0
159,0.014870569,0.544983297,20.95299793,0.989532142,ex_src_p4_05971.txt,0
160,0.006036608,0.453480229,9.89351583,0.987484953,ex_src_p17_08988.txt,0
161,0.007146714,0.502776553,17.90754558,0.990968613,ex_src_p22_02678.txt,0
162,0.021014725,0.531024853,23.35107952,0.987802149,ex_src_p20_03479.txt,0
163,0.010873891,0.481685195,19.61206959,0.978447613,ex_src_p4_05756.txt,0
164,0.01731136,0.485836211,12.92102547,0.995488766,ex_src_p11_10285.txt,0
165,0.005952281,0.443587787,25.37099659,0.988729907,ex_src_p12_09284.txt,0
166,0.005844919,0.797739415,17.79596134,0.997351227,ex_src_p20_03323.txt,0
167,0.00378358,0.49082116,21.20002296,0.994833147,ex_src_p15_07540.txt,0
168,0.015740104,0.499997382,16.47383356,0.95448942,ex_src_p5_07254.txt,0
169,0.004567193,0.378110555,14.3410389,0.994576534,ex_src_p20_03445.txt,0
170,0.008025158,0.503283537,19.08836142,0.994922192,ex_src_p15_07554.txt,0
171,0.007099971,0.508149665,24.46831384,0.993248844,ex_00516.txt,0
172,0.013532504,0.460518273,9.845820713,0.978706194,ex_src_p18_09585.txt,0
173,0.005367499,0.457063629,15.06406249,0.995578293,ex_src_p22_02650.txt,0
174,0.00796671,0.53693419,12.79327724,0.993607312,ex_07090.txt,0
175,0.007456501,0.446038498,22.59915784,0.990849706,ex_05863.txt,0
176,0.000675073,0.784253053,15.30660486,0.994048382,ex_src_p10_00630.txt,0
177,0.00903113,0.47268414,9.909603896,0.994725755,ex_src_p13_04674.txt,0
178,0.012184202,0.493368343,13.39020209,0.989939119,ex_07047.txt,0
179,0.006629812,0.472526358,12.12877181,0.994610263,ex_src_p4_05568.txt,0
180,0.009197816,0.546298516,16.01267036,0.989020895,ex_src_p16_05377.txt,0
181,0.002956209,0.414038218,16.09931376,0.994092139,ex_src_p9_02370.txt,0
182,0.00561194,0.447838835,11.03623204,0.996262803,ex_src_p15_07811.txt,0
183,0.010395941,0.500531014,21.16355578,0.988846998,ex_src_p2_06502.txt,0
184,0.005799225,0.406185739,13.70273796,0.994193018,ex_src_p2_06516.txt,0
185,0.004475787,0.516294442,15.64363175,0.989783414,ex_src_p11_10118.txt,0
186,0.007568716,0.47671814,23.33877142,0.994049241,ex_src_p13_04700.txt,0
187,0.006038542,0.508684537,20.09213249,0.983754618,ex_src_p10_00988.txt,0
188,0.028608982,0.551268878,41.41444883,0.982118558,ex_00648.txt,0
189,0.004269314,0.477808125,16.34982923,0.996177805,ex_src_p14_08162.txt,0
190,0.007263261,0.478061617,19.04426896,0.993080911,ex_src_p20_03041.txt,0
191,0.006685569,0.462311287,11.24889014,0.993716723,ex_07669.txt,0
192,0.002161186,0.481241052,18.00749779,0.993508756,ex_src_p21_00488.txt,0
193,0.007735849,0.504138863,14.07823376,0.995323625,ex_src_p19_04217.txt,0
194,0.007323011,0.516147419,12.83444005,0.982929161,ex_src_p11_10440.txt,0
195,0.007483351,0.536149955,13.92653703,0.980649054,ex_src_p10_00546.txt,0
196,0.023344017,0.528089867,15.98943481,0.959599505,ex_src_p11_10483.txt,0
197,0.049949209,0.596142322,17.45142558,0.995351317,ex_src_p5_07308.txt,0
198,0.010289335,0.502090345,20.17800982,0.98214866,ex_src_p14_08360.txt,0
199,0.006628189,0.461788535,13.79149654,0.994763541,ex_src_p23_03707.txt,0
200,0.009159774,0.473709038,17.38642556,0.995227072,ex_06761.txt,0
201,0.020055261,0.44468602,18.63974552,0.971755174,ex_src_p10_00585.txt,0
202,0.007714342,0.48383526,12.89821821,0.994897096,ex_src_p10_00591.txt,0
203,0.00795624,0.398929118,19.52540313,0.993688076,ex_src_p21_00305.txt,0
204,0.006193482,0.494633597,16.57568132,0.9962272,ex_src_p10_00584.txt,0
205,0.020579073,0.516078162,15.61691299,0.98942979,ex_src_p23_03909.txt,0
206,0.004004086,0.505780662,18.04560885,0.988490106,ex_src_p17_08802.txt,0
207,0.004693728,0.761624333,11.99730469,0.994715681,ex_src_p11_10455.txt,0
208,0.006012179,0.526253175,12.65074244,0.992127183,ex_src_p22_02902.txt,0
209,0.012967174,0.444703157,7.939548992,0.993003416,ex_src_p11_10333.txt,0
210,0.005069063,0.415486278,13.59412917,0.99587008,ex_src_p22_02916.txt,0
211,0.006288608,0.471398545,12.98248746,0.994766266,ex_src_p8_01586.txt,0
212,0.002806294,0.440527643,16.88763782,0.994422937,ex_src_p18_09802.txt,0
213,0.01063548,0.509992245,12.49354287,0.994445509,ex_src_p15_07838.txt,0
214,0.009990447,0.781703474,26.30970432,0.998709839,ex_src_p9_02359.txt,0
215,0.012570778,0.536360808,11.22747555,0.985085564,ex_src_p1_10625.txt,0
216,0.003067558,0.441889303,18.97198753,0.992465391,ex_src_p11_10131.txt,0
