,word_ngrams,pos_ngrams,average_sentence_length,normalized_standard_deviation_of_sentence_length,average_word_length,normalized_standard_deviation_of_word_length,average_syllables_per_word,normalized_standard_deviation_of_syllables_per_word,average_flesch_kincaid_reading_ease_score_per_sentence,normalized_standard_deviation_of_flesch_kincaid_reading_ease_score_per_sentence,average_gunning_fog_index_per_sentence,normalized_standard_deviation_of_gunning_fog_index_per_sentence,file_name
0,0.06063905607153038,0.11459845246784199,26.946236559139784,0.6026709293650697,4.827015163607342,0.5595779631522723,1.4375498802873103,0.5613196357271806,52.06112903225809,0.4467520150615293,15.241827956989253,0.47389872030970087,ex_src_p8_01608.txt
1,0.06018505100857872,0.10028304174270734,19.524886877828056,0.9934337822357656,4.551796060254925,0.5652164964525962,1.3705677867902666,0.52245272733231,66.89045248868776,0.4932115274987333,10.478733031674217,0.7796027095355985,ex_src_p3_06215.txt
2,0.05984722651540761,0.1212372481648502,25.63372093023256,1.0186757397128237,4.917895214334316,0.5770689620162648,1.5130415060104332,0.5834103001686313,51.791162790697705,0.8126187425527631,15.98517441860465,0.7403327870983899,ex_src_p1_10568.txt
3,0.05974292606244579,0.1067860416947027,23.783505154639176,0.5192458804786608,4.346337234503684,0.5446570118937633,1.2806675335934115,0.4927682065896042,69.2951030927835,0.2869657996846157,11.760670103092789,0.4812590308993364,ex_src_p20_03480.txt
4,0.057960383991346655,0.10806623497255252,30.65745856353591,0.7593363496809056,4.126869706253379,0.5047009649433984,1.1933681744458462,0.4190223400897929,66.96999999999998,0.4374768320760354,13.004972375690613,0.7111499790430043,ex_src_p19_04371.txt
5,0.06023854234704987,0.1142344005686679,30.03267973856209,0.5992554433657393,4.625244831338411,0.5592154883189034,1.3884657236126223,0.5358528207416672,53.92039215686275,0.46723344991712246,15.875620915032687,0.4809795687341781,ex_src_p17_08781.txt
6,0.06093894069572506,0.10831001553015147,43.009009009009006,0.9850334591371911,4.290113112693758,0.5183809323565877,1.2408881441139505,0.4378026250432466,52.506306306306335,0.7945612893120574,18.306396396396398,0.8727211700099479,ex_src_p12_09255.txt
7,0.060753823470611756,0.09651824700587001,18.464944649446494,0.8120464192104221,4.14308553157474,0.5143914822416817,1.2284172661870503,0.43088056770926997,80.57804428044271,0.2869126585040135,8.332435424354248,0.7795302640818845,ex_src_p22_02656.txt
8,0.06006036864164601,0.11534601675703472,26.65482233502538,0.6120564699867559,4.721957722338602,0.5625525086617005,1.407160540849362,0.5494965213766968,56.6366497461929,0.4231444592089613,14.579999999999998,0.48879821563143183,ex_src_p2_06699.txt
9,0.0592767859318382,0.11912320969506428,26.78082191780822,0.7763854443959776,4.662063086104006,0.5620702150631689,1.3711849957374254,0.5073963067752094,60.81954337899539,0.44372324150174575,12.749178082191783,0.666254463044532,ex_src_p14_08206.txt
